,date,artist,track,time,position
6079,2001-03-03,"Chesney, Kenny",I Lost It,3:54,92
6084,2000-03-18,Counting Crows,Hanginaround,4:07,66
6085,2000-01-22,Creed,Higher,5:16,61
6086,2000-09-23,Creed,With Arms Wide Open,3:52,11
6090,2000-07-08,DMX,Party Up (Up In Here...,3:45,46
6091,2000-11-11,DMX,What You Want,4:05,100
6094,2000-10-14,Da Brat,What'Chu Like,3:57,68
6095,2000-08-05,"Davidson, Clay",Unconditional,3:56,83
6097,2001-02-03,Destiny's Child,Independent Women Pa...,3:38,2
6098,2000-09-23,Destiny's Child,Jumpin' Jumpin',3:48,3
6099,2000-05-06,Destiny's Child,Say My Name,4:31,5
6102,2000-03-25,"Dion, Celine",That's The Way It Is,4:03,7
6104,2000-04-08,"Dixie Chicks, The",Cowboy Take Me Away,4:51,59
6106,2001-02-17,"Dixie Chicks, The",Without You,3:32,54
6107,2000-06-03,Dr. Dre,Forgot About Dre,3:42,82
6108,2000-10-07,Dr. Dre,The Next Episode,2:38,58
6110,2001-02-10,Dream,He Loves U Not,3:43,9
6113,2000-04-22,Eiffel 65,Blue,3:29,88
6114,2000-04-08,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,30
6120,2001-03-03,"Evans, Sara",Born To Fly,5:36,86
6123,2000-11-18,Everclear,Wonderful,4:30,39
6126,2000-04-08,Filter,Take A Picture,4:23,42
6127,2000-02-26,Foo Fighters,Learn To Fly,3:55,42
6131,2001-01-13,"Gill, Vince",Feels Like Love,4:13,91
6135,2000-09-02,Goo Goo Dolls,Broadway,3:54,87
6136,2000-07-01,"Gray, Macy",I Try,3:52,16
6137,2000-07-22,"Griggs, Andy",She's More,3:19,85
6141,2000-09-09,"Heatherly, Eric",Flowers On The Wall,3:16,89
6142,2000-11-04,"Henley, Don",Taking You Home,4:08,87
6144,2000-03-18,"Hill, Faith",Breathe,4:04,4
6149,2000-10-28,"Houston, Whitney",Could I Have This Ki...,3:54,97
6151,2000-01-15,"Houston, Whitney",My Love Is Your Love,4:16,6
6153,2000-02-19,IMx,Stay The Night,3:37,78
6156,2000-08-12,"Iglesias, Enrique",Be With You,3:36,28
6159,2001-01-27,Ja Rule,Between Me And You,4:05,53
6160,2000-11-04,"Jackson, Alan",It Must Be Love,2:53,89
6163,2000-04-22,Jagged Edge,He Can't Love U,3:30,77
6164,2000-09-16,Jagged Edge,Let's Get Married,4:23,23
6165,2000-10-28,Janet,Doesn't Really Matte...,4:17,20
6167,2000-09-02,Jay-Z,Big Pimpin',3:55,50
6170,2001-03-10,Jay-Z,I Just Wanna Love U ...,3:50,30
6172,2000-05-13,Joe,I Wanna Know,4:57,14
6175,2000-09-02,"Jones, Donell",Where I Wanna Be,6:22,62
6176,2000-03-04,"Jordan, Montell",Get It On.. Tonite,4:34,10
6178,2000-12-16,Kandi,Don't Think I'm Not,3:50,25
6180,2000-06-10,"Keith, Toby",How Do You Like Me N...,3:29,54
6183,2000-07-01,Kid Rock,Only God Knows Why,5:27,78
6190,2000-06-10,"Lawrence, Tracy",Lessons Learned,2:55,100
6202,1999-10-16,Lonestar,Amazed,4:25,50
6203,2000-04-29,Lonestar,Smile,3:33,91
6204,2000-10-21,Lonestar,What About Now,3:30,69
6209,2001-02-10,Ludacris,What's Your Fantasy,4:16,35
6212,2000-11-18,Madison Avenue,Don't Call Me Baby,3:44,97
6214,2000-12-23,Madonna,Music,3:45,25
6218,2000-08-05,Mary Mary,Shackles (Praise You...,3:12,94
6220,2000-06-17,"McBride, Martina",Love's The Only Hous...,5:13,90
6222,2000-09-23,"McEntire, Reba",I'll Be,4:23,100
6223,2000-03-11,"McEntire, Reba",What Do You Say,3:26,71
6224,2000-04-08,"McGraw, Tim",My Best Friend,4:33,49
6225,2001-03-03,"McGraw, Tim",My Next Thirty Years,3:37,62
6229,2000-11-04,"Messina, Jo Dee",That's The Way,3:17,59
6230,2000-09-23,Metallica,I Disappear,4:26,95
6233,2001-01-20,"Montgomery, John Michael",The Little Girl,3:52,74
6236,2001-01-20,"Mumba, Samantha",Gotta Tell You,3:19,23
6237,2001-02-24,Musiq,Just Friends,4:02,68
6238,2000-12-30,Mya,Case Of The Ex (What...,3:50,4
6240,2000-12-23,Mystikal,Shake Ya Ass,4:46,58
6241,2000-06-10,N'Sync,Bye Bye Bye,3:15,20
6242,2000-09-16,N'Sync,It's Gonna Be Me,3:10,15
6243,2001-02-10,N'Sync,This I Promise You,4:23,22
6245,2000-09-09,Nelly,(Hot S**t) Country G...,4:17,10
6246,2000-10-07,Next,Wifey,4:03,25
6247,2000-09-16,Nine Days,Absolutely (Story Of...,3:09,12
6253,2001-02-24,"Paisley, Brad",We Danced,3:45,86
6254,2000-12-09,Papa Roach,Last Resort,3:19,72
6256,2000-12-23,Pink,Most Girls,4:06,14
6257,2000-07-15,Pink,There U Go,3:23,10
6260,2001-02-03,"Price, Kelly",You Should've Told M...,3:12,92
6261,2001-01-27,Profyle,Liar,3:57,99
6265,2000-09-16,Rascal Flatts,Prayin' For Daylight,3:36,77
6266,2000-07-29,"Raye, Collin",Couldn't Last A Mome...,3:40,89
6268,2000-06-24,Red Hot Chili Peppers,Otherside,4:13,22
6269,2000-02-26,"Rimes, LeAnn",Big Deal,3:03,70
6270,2001-01-20,"Rimes, LeAnn",Can't Fight The Moon...,3:33,93
6271,2000-10-07,"Rimes, LeAnn",I Need You,3:42,21
6272,2000-07-22,"Rogers, Kenny",Buy Me A Rose,3:46,91
6273,2000-11-11,Ruff Endz,No More,3:56,18
6274,2000-06-10,Sammie,I Like It,4:09,89
6275,2000-06-24,Santana,"Maria, Maria",4:18,15
6276,2000-08-19,Savage Garden,Crash And Burn,4:41,87
6277,2000-03-04,Savage Garden,I Knew I Loved You,4:07,2
6279,2000-11-25,SheDaisy,I Will.. But,3:40,87
6285,2000-04-01,Sisqo,Got To Get It,3:52,95
6286,2000-11-04,Sisqo,Incomplete,3:52,14
6287,2000-06-10,Sisqo,Thong Song,4:05,3
6288,2000-11-25,Sister Hazel,Change Your Mind,4:02,98
6289,2000-03-11,Smash Mouth,Then The Morning Com...,3:04,25
6291,2000-08-19,Son By Four,A Puro Dolor (Purest...,3:30,26
6292,2000-06-03,Sonique,It Feels So Good,3:48,19
6293,2000-11-18,SoulDecision,Faded,3:25,34
6294,2000-06-10,"Spears, Britney",From The Bottom Of M...,4:30,90
6296,2000-09-02,"Spears, Britney",Oops!.. I Did It Aga...,3:30,96
6299,2000-09-23,Sting,Desert Rose,3:52,26
6303,2000-06-10,"Strait, George",The Best Day,3:24,62
6304,2000-05-27,Sugar Ray,Falls Apart,4:15,100
6309,2000-06-03,Third Eye Blind,Never Let You Go,3:57,33
6310,2001-04-07,"Thomas, Carl",Emotional,4:31,99
6311,2000-08-05,"Thomas, Carl",I Wish,3:50,67
6313,2001-01-06,"Tippin, Aaron",Kiss This,2:53,99
6314,2000-02-19,Train,Meet Virginia,3:55,30
6317,2000-12-30,"Tritt, Travis",Best Of Intentions,4:15,45
6322,2001-02-10,"Vassar, Phil",Just Another Day In ...,3:54,79
6323,2000-06-03,Vertical Horizon,Everything You Want,4:01,7
6324,2001-01-06,Vertical Horizon,You're A God,3:45,48
6328,2000-08-26,"Walker, Clay",The Chain Of Love,5:03,95
6330,2000-08-12,Westlife,Swear It Again,4:07,56
6339,2000-09-09,matchbox twenty,Bent,4:12,5
6342,2000-08-26,3 Doors Down,Kryptonite,3:53,12
6348,2000-08-05,Aaliyah,Try Again,4:03,5
6351,2000-12-23,"Aguilera, Christina",Come On Over Baby (A...,3:38,44
6352,2000-09-02,"Aguilera, Christina",I Turn To You,4:00,43
6353,2000-04-15,"Aguilera, Christina",What A Girl Wants,3:18,30
6356,1999-12-04,Amber,Sexual,4:38,88
6359,2000-07-15,"Anthony, Marc",You Sang To Me,3:50,12
6362,2000-09-16,BBMak,Back Here,3:35,18
6364,2000-05-20,"Backstreet Boys, The",Show Me The Meaning ...,3:54,32
6368,2001-01-27,Barenaked Ladies,Pinch Me,3:46,44
6375,2000-03-11,Blaque,Bring It All To Me,3:46,18
6378,2000-04-22,Blink-182,All The Small Things,2:52,33
6381,2000-08-05,"Braxton, Toni",He Wasn't Man Enough,4:21,11
6403,2000-09-30,Creed,With Arms Wide Open,3:52,10
6407,2000-07-15,DMX,Party Up (Up In Here...,3:45,43
6414,2001-02-10,Destiny's Child,Independent Women Pa...,3:38,3
6415,2000-09-30,Destiny's Child,Jumpin' Jumpin',3:48,4
6416,2000-05-13,Destiny's Child,Say My Name,4:31,5
6419,2000-04-01,"Dion, Celine",That's The Way It Is,4:03,9
6427,2001-02-17,Dream,He Loves U Not,3:43,10
6431,2000-04-15,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,38
6440,2000-11-25,Everclear,Wonderful,4:30,45
6444,2000-03-04,Foo Fighters,Learn To Fly,3:55,50
6448,2001-01-20,"Gill, Vince",Feels Like Love,4:13,89
6453,2000-07-08,"Gray, Macy",I Try,3:52,16
6461,2000-03-25,"Hill, Faith",Breathe,4:04,4
6468,2000-01-22,"Houston, Whitney",My Love Is Your Love,4:16,10
6481,2000-09-23,Jagged Edge,Let's Get Married,4:23,24
6482,2000-11-04,Janet,Doesn't Really Matte...,4:17,25
6487,2001-03-17,Jay-Z,I Just Wanna Love U ...,3:50,40
6489,2000-05-20,Joe,I Wanna Know,4:57,11
6493,2000-03-11,"Jordan, Montell",Get It On.. Tonite,4:34,5
6495,2000-12-23,Kandi,Don't Think I'm Not,3:50,30
6526,2001-02-17,Ludacris,What's Your Fantasy,4:16,41
6531,2000-12-30,Madonna,Music,3:45,27
6541,2000-04-15,"McGraw, Tim",My Best Friend,4:33,48
6553,2001-01-27,"Mumba, Samantha",Gotta Tell You,3:19,29
6555,2001-01-06,Mya,Case Of The Ex (What...,3:50,4
6558,2000-06-17,N'Sync,Bye Bye Bye,3:15,27
6559,2000-09-23,N'Sync,It's Gonna Be Me,3:10,18
6560,2001-02-17,N'Sync,This I Promise You,4:23,26
6562,2000-09-16,Nelly,(Hot S**t) Country G...,4:17,7
6563,2000-10-14,Next,Wifey,4:03,35
6564,2000-09-23,Nine Days,Absolutely (Story Of...,3:09,14
6573,2000-12-30,Pink,Most Girls,4:06,14
6574,2000-07-22,Pink,There U Go,3:23,8
6585,2000-07-01,Red Hot Chili Peppers,Otherside,4:13,29
6588,2000-10-14,"Rimes, LeAnn",I Need You,3:42,21
6590,2000-11-18,Ruff Endz,No More,3:56,19
6592,2000-07-01,Santana,"Maria, Maria",4:18,19
6594,2000-03-11,Savage Garden,I Knew I Loved You,4:07,4
6603,2000-11-11,Sisqo,Incomplete,3:52,17
6604,2000-06-17,Sisqo,Thong Song,4:05,7
6606,2000-03-18,Smash Mouth,Then The Morning Com...,3:04,27
6608,2000-08-26,Son By Four,A Puro Dolor (Purest...,3:30,31
6609,2000-06-10,Sonique,It Feels So Good,3:48,21
6610,2000-11-25,SoulDecision,Faded,3:25,34
6616,2000-09-30,Sting,Desert Rose,3:52,30
6619,2001-01-13,"Strait, George",Go On,3:48,97
6626,2000-06-10,Third Eye Blind,Never Let You Go,3:57,45
6631,2000-02-26,Train,Meet Virginia,3:55,32
6634,2001-01-06,"Tritt, Travis",Best Of Intentions,4:15,49
6640,2000-06-10,Vertical Horizon,Everything You Want,4:01,8
6641,2001-01-13,Vertical Horizon,You're A God,3:45,49
6656,2000-09-16,matchbox twenty,Bent,4:12,4
6659,2000-09-02,3 Doors Down,Kryptonite,3:53,7
6665,2000-08-12,Aaliyah,Try Again,4:03,5
6669,2000-09-09,"Aguilera, Christina",I Turn To You,4:00,50
6670,2000-04-22,"Aguilera, Christina",What A Girl Wants,3:18,40
6673,1999-12-11,Amber,Sexual,4:38,79
6676,2000-07-22,"Anthony, Marc",You Sang To Me,3:50,16
6679,2000-09-23,BBMak,Back Here,3:35,17
6681,2000-05-27,"Backstreet Boys, The",Show Me The Meaning ...,3:54,34
6692,2000-03-18,Blaque,Bring It All To Me,3:46,17
6695,2000-04-29,Blink-182,All The Small Things,2:52,41
6698,2000-08-12,"Braxton, Toni",He Wasn't Man Enough,4:21,13
6720,2000-10-07,Creed,With Arms Wide Open,3:52,7
6731,2001-02-17,Destiny's Child,Independent Women Pa...,3:38,7
6732,2000-10-07,Destiny's Child,Jumpin' Jumpin',3:48,4
6733,2000-05-20,Destiny's Child,Say My Name,4:31,7
6736,2000-04-08,"Dion, Celine",That's The Way It Is,4:03,10
6744,2001-02-24,Dream,He Loves U Not,3:43,11
6770,2000-07-15,"Gray, Macy",I Try,3:52,16
6778,2000-04-01,"Hill, Faith",Breathe,4:04,3
6785,2000-01-29,"Houston, Whitney",My Love Is Your Love,4:16,10
6798,2000-09-30,Jagged Edge,Let's Get Married,4:23,29
6799,2000-11-11,Janet,Doesn't Really Matte...,4:17,37
6806,2000-05-27,Joe,I Wanna Know,4:57,11
6810,2000-03-18,"Jordan, Montell",Get It On.. Tonite,4:34,9
6812,2000-12-30,Kandi,Don't Think I'm Not,3:50,40
6827,2001-01-13,Lil Bow Wow,Bounce With Me,3:22,100
6843,2001-02-24,Ludacris,What's Your Fantasy,4:16,47
6848,2001-01-06,Madonna,Music,3:45,27
6869,2000-11-11,"Moore, Mandy",I Wanna Be With You,4:12,93
6870,2001-02-03,"Mumba, Samantha",Gotta Tell You,3:19,36
6872,2001-01-13,Mya,Case Of The Ex (What...,3:50,4
6875,2000-06-24,N'Sync,Bye Bye Bye,3:15,34
6876,2000-09-30,N'Sync,It's Gonna Be Me,3:10,23
6877,2001-02-24,N'Sync,This I Promise You,4:23,30
6879,2000-09-23,Nelly,(Hot S**t) Country G...,4:17,7
6881,2000-09-30,Nine Days,Absolutely (Story Of...,3:09,18
6890,2001-01-06,Pink,Most Girls,4:06,16
6891,2000-07-29,Pink,There U Go,3:23,9
6902,2000-07-08,Red Hot Chili Peppers,Otherside,4:13,45
6905,2000-10-21,"Rimes, LeAnn",I Need You,3:42,24
6907,2000-11-25,Ruff Endz,No More,3:56,22
6909,2000-07-08,Santana,"Maria, Maria",4:18,21
6911,2000-03-18,Savage Garden,I Knew I Loved You,4:07,8
6920,2000-11-18,Sisqo,Incomplete,3:52,20
6921,2000-06-24,Sisqo,Thong Song,4:05,8
6923,2000-03-25,Smash Mouth,Then The Morning Com...,3:04,31
6925,2000-09-02,Son By Four,A Puro Dolor (Purest...,3:30,28
6926,2000-06-17,Sonique,It Feels So Good,3:48,31
6927,2000-12-02,SoulDecision,Faded,3:25,38
6933,2000-10-07,Sting,Desert Rose,3:52,32
6943,2000-06-17,Third Eye Blind,Never Let You Go,3:57,46
6948,2000-03-04,Train,Meet Virginia,3:55,37
6951,2001-01-13,"Tritt, Travis",Best Of Intentions,4:15,48
6957,2000-06-17,Vertical Horizon,Everything You Want,4:01,3
6973,2000-09-23,matchbox twenty,Bent,4:12,4
6976,2000-09-09,3 Doors Down,Kryptonite,3:53,6
6982,2000-08-19,Aaliyah,Try Again,4:03,6
6987,2000-04-29,"Aguilera, Christina",What A Girl Wants,3:18,39
6990,1999-12-18,Amber,Sexual,4:38,76
6993,2000-07-29,"Anthony, Marc",You Sang To Me,3:50,20
6996,2000-09-30,BBMak,Back Here,3:35,16
6998,2000-06-03,"Backstreet Boys, The",Show Me The Meaning ...,3:54,45
7009,2000-03-25,Blaque,Bring It All To Me,3:46,18
7012,2000-05-06,Blink-182,All The Small Things,2:52,43
7015,2000-08-19,"Braxton, Toni",He Wasn't Man Enough,4:21,13
7037,2000-10-14,Creed,With Arms Wide Open,3:52,5
7048,2001-02-24,Destiny's Child,Independent Women Pa...,3:38,10
7049,2000-10-14,Destiny's Child,Jumpin' Jumpin',3:48,6
7050,2000-05-27,Destiny's Child,Say My Name,4:31,10
7053,2000-04-15,"Dion, Celine",That's The Way It Is,4:03,14
7061,2001-03-03,Dream,He Loves U Not,3:43,10
7087,2000-07-22,"Gray, Macy",I Try,3:52,21
7095,2000-04-08,"Hill, Faith",Breathe,4:04,3
7102,2000-02-05,"Houston, Whitney",My Love Is Your Love,4:16,11
7115,2000-10-07,Jagged Edge,Let's Get Married,4:23,36
7116,2000-11-18,Janet,Doesn't Really Matte...,4:17,40
7123,2000-06-03,Joe,I Wanna Know,4:57,10
7127,2000-03-25,"Jordan, Montell",Get It On.. Tonite,4:34,9
7129,2001-01-06,Kandi,Don't Think I'm Not,3:50,36
7165,2001-01-13,Madonna,Music,3:45,29
7186,2000-11-18,"Moore, Mandy",I Wanna Be With You,4:12,91
7189,2001-01-20,Mya,Case Of The Ex (What...,3:50,4
7192,2000-07-01,N'Sync,Bye Bye Bye,3:15,40
7193,2000-10-07,N'Sync,It's Gonna Be Me,3:10,28
7194,2001-03-03,N'Sync,This I Promise You,4:23,30
7196,2000-09-30,Nelly,(Hot S**t) Country G...,4:17,8
7198,2000-10-07,Nine Days,Absolutely (Story Of...,3:09,26
7207,2001-01-13,Pink,Most Girls,4:06,18
7208,2000-08-05,Pink,There U Go,3:23,12
7222,2000-10-28,"Rimes, LeAnn",I Need You,3:42,25
7224,2000-12-02,Ruff Endz,No More,3:56,23
7226,2000-07-15,Santana,"Maria, Maria",4:18,26
7228,2000-03-25,Savage Garden,I Knew I Loved You,4:07,8
7237,2000-11-25,Sisqo,Incomplete,3:52,25
7238,2000-07-01,Sisqo,Thong Song,4:05,13
7240,2000-04-01,Smash Mouth,Then The Morning Com...,3:04,33
7242,2000-09-09,Son By Four,A Puro Dolor (Purest...,3:30,30
7243,2000-06-24,Sonique,It Feels So Good,3:48,38
7244,2000-12-09,SoulDecision,Faded,3:25,45
7250,2000-10-14,Sting,Desert Rose,3:52,42
7265,2000-03-11,Train,Meet Virginia,3:55,37
7274,2000-06-24,Vertical Horizon,Everything You Want,4:01,3
7290,2000-09-30,matchbox twenty,Bent,4:12,6
7293,2000-09-16,3 Doors Down,Kryptonite,3:53,6
7299,2000-08-26,Aaliyah,Try Again,4:03,9
7304,2000-05-06,"Aguilera, Christina",What A Girl Wants,3:18,44
7307,1999-12-25,Amber,Sexual,4:38,69
7310,2000-08-05,"Anthony, Marc",You Sang To Me,3:50,20
7313,2000-10-07,BBMak,Back Here,3:35,22
7315,2000-06-10,"Backstreet Boys, The",Show Me The Meaning ...,3:54,47
7326,2000-04-01,Blaque,Bring It All To Me,3:46,19
7332,2000-08-26,"Braxton, Toni",He Wasn't Man Enough,4:21,13
7354,2000-10-21,Creed,With Arms Wide Open,3:52,3
7365,2001-03-03,Destiny's Child,Independent Women Pa...,3:38,12
7366,2000-10-21,Destiny's Child,Jumpin' Jumpin',3:48,7
7367,2000-06-03,Destiny's Child,Say My Name,4:31,13
7370,2000-04-22,"Dion, Celine",That's The Way It Is,4:03,16
7378,2001-03-10,Dream,He Loves U Not,3:43,19
7404,2000-07-29,"Gray, Macy",I Try,3:52,27
7412,2000-04-15,"Hill, Faith",Breathe,4:04,3
7419,2000-02-12,"Houston, Whitney",My Love Is Your Love,4:16,20
7432,2000-10-14,Jagged Edge,Let's Get Married,4:23,47
7433,2000-11-25,Janet,Doesn't Really Matte...,4:17,41
7440,2000-06-10,Joe,I Wanna Know,4:57,12
7444,2000-04-01,"Jordan, Montell",Get It On.. Tonite,4:34,7
7446,2001-01-13,Kandi,Don't Think I'm Not,3:50,41
7482,2001-01-20,Madonna,Music,3:45,44
7503,2000-11-25,"Moore, Mandy",I Wanna Be With You,4:12,91
7506,2001-01-27,Mya,Case Of The Ex (What...,3:50,8
7510,2000-10-14,N'Sync,It's Gonna Be Me,3:10,38
7511,2001-03-10,N'Sync,This I Promise You,4:23,39
7513,2000-10-07,Nelly,(Hot S**t) Country G...,4:17,10
7515,2000-10-14,Nine Days,Absolutely (Story Of...,3:09,30
7524,2001-01-20,Pink,Most Girls,4:06,21
7525,2000-08-12,Pink,There U Go,3:23,16
7539,2000-11-04,"Rimes, LeAnn",I Need You,3:42,30
7541,2000-12-09,Ruff Endz,No More,3:56,24
7543,2000-07-22,Santana,"Maria, Maria",4:18,36
7545,2000-04-01,Savage Garden,I Knew I Loved You,4:07,12
7554,2000-12-02,Sisqo,Incomplete,3:52,31
7555,2000-07-08,Sisqo,Thong Song,4:05,17
7557,2000-04-08,Smash Mouth,Then The Morning Com...,3:04,35
7559,2000-09-16,Son By Four,A Puro Dolor (Purest...,3:30,32
7560,2000-07-01,Sonique,It Feels So Good,3:48,49
7561,2000-12-16,SoulDecision,Faded,3:25,50
7567,2000-10-21,Sting,Desert Rose,3:52,45
7582,2000-03-18,Train,Meet Virginia,3:55,42
7591,2000-07-01,Vertical Horizon,Everything You Want,4:01,6
7607,2000-10-07,matchbox twenty,Bent,4:12,9
7610,2000-09-23,3 Doors Down,Kryptonite,3:53,6
7616,2000-09-02,Aaliyah,Try Again,4:03,13
7624,2000-01-01,Amber,Sexual,4:38,69
7627,2000-08-12,"Anthony, Marc",You Sang To Me,3:50,22
7630,2000-10-14,BBMak,Back Here,3:35,24
7643,2000-04-08,Blaque,Bring It All To Me,3:46,19
7649,2000-09-02,"Braxton, Toni",He Wasn't Man Enough,4:21,15
7671,2000-10-28,Creed,With Arms Wide Open,3:52,3
7682,2001-03-10,Destiny's Child,Independent Women Pa...,3:38,15
7683,2000-10-28,Destiny's Child,Jumpin' Jumpin',3:48,6
7684,2000-06-10,Destiny's Child,Say My Name,4:31,14
7687,2000-04-29,"Dion, Celine",That's The Way It Is,4:03,26
7695,2001-03-17,Dream,He Loves U Not,3:43,23
7721,2000-08-05,"Gray, Macy",I Try,3:52,34
7729,2000-04-22,"Hill, Faith",Breathe,4:04,2
7736,2000-02-19,"Houston, Whitney",My Love Is Your Love,4:16,22
7757,2000-06-17,Joe,I Wanna Know,4:57,10
7761,2000-04-08,"Jordan, Montell",Get It On.. Tonite,4:34,9
7820,2000-12-02,"Moore, Mandy",I Wanna Be With You,4:12,90
7823,2001-02-03,Mya,Case Of The Ex (What...,3:50,11
7827,2000-10-21,N'Sync,It's Gonna Be Me,3:10,48
7828,2001-03-17,N'Sync,This I Promise You,4:23,41
7830,2000-10-14,Nelly,(Hot S**t) Country G...,4:17,11
7832,2000-10-21,Nine Days,Absolutely (Story Of...,3:09,36
7841,2001-01-27,Pink,Most Girls,4:06,26
7842,2000-08-19,Pink,There U Go,3:23,20
7856,2000-11-11,"Rimes, LeAnn",I Need You,3:42,41
7858,2000-12-16,Ruff Endz,No More,3:56,33
7860,2000-07-29,Santana,"Maria, Maria",4:18,48
7862,2000-04-08,Savage Garden,I Knew I Loved You,4:07,14
7871,2000-12-09,Sisqo,Incomplete,3:52,32
7872,2000-07-15,Sisqo,Thong Song,4:05,24
7874,2000-04-15,Smash Mouth,Then The Morning Com...,3:04,41
7876,2000-09-23,Son By Four,A Puro Dolor (Purest...,3:30,39
7884,2000-10-28,Sting,Desert Rose,3:52,42
7899,2000-03-25,Train,Meet Virginia,3:55,46
7908,2000-07-08,Vertical Horizon,Everything You Want,4:01,6
7924,2000-10-14,matchbox twenty,Bent,4:12,12
7927,2000-09-30,3 Doors Down,Kryptonite,3:53,5
7933,2000-09-09,Aaliyah,Try Again,4:03,14
7941,2000-01-08,Amber,Sexual,4:38,59
7944,2000-08-19,"Anthony, Marc",You Sang To Me,3:50,25
7947,2000-10-21,BBMak,Back Here,3:35,30
7960,2000-04-15,Blaque,Bring It All To Me,3:46,22
7966,2000-09-09,"Braxton, Toni",He Wasn't Man Enough,4:21,16
7988,2000-11-04,Creed,With Arms Wide Open,3:52,3
7999,2001-03-17,Destiny's Child,Independent Women Pa...,3:38,22
8000,2000-11-04,Destiny's Child,Jumpin' Jumpin',3:48,8
8001,2000-06-17,Destiny's Child,Say My Name,4:31,18
8004,2000-05-06,"Dion, Celine",That's The Way It Is,4:03,31
8012,2001-03-24,Dream,He Loves U Not,3:43,28
8038,2000-08-12,"Gray, Macy",I Try,3:52,40
8046,2000-04-29,"Hill, Faith",Breathe,4:04,2
8053,2000-02-26,"Houston, Whitney",My Love Is Your Love,4:16,27
8074,2000-06-24,Joe,I Wanna Know,4:57,6
8078,2000-04-15,"Jordan, Montell",Get It On.. Tonite,4:34,10
8137,2000-12-09,"Moore, Mandy",I Wanna Be With You,4:12,89
8140,2001-02-10,Mya,Case Of The Ex (What...,3:50,15
8145,2001-03-24,N'Sync,This I Promise You,4:23,49
8147,2000-10-21,Nelly,(Hot S**t) Country G...,4:17,12
8149,2000-10-28,Nine Days,Absolutely (Story Of...,3:09,41
8158,2001-02-03,Pink,Most Girls,4:06,39
8159,2000-08-26,Pink,There U Go,3:23,22
8175,2000-12-23,Ruff Endz,No More,3:56,38
8177,2000-08-05,Santana,"Maria, Maria",4:18,47
8179,2000-04-15,Savage Garden,I Knew I Loved You,4:07,17
8188,2000-12-16,Sisqo,Incomplete,3:52,46
8189,2000-07-22,Sisqo,Thong Song,4:05,31
8191,2000-04-22,Smash Mouth,Then The Morning Com...,3:04,48
8193,2000-09-30,Son By Four,A Puro Dolor (Purest...,3:30,35
8201,2000-11-04,Sting,Desert Rose,3:52,49
8216,2000-04-01,Train,Meet Virginia,3:55,50
8225,2000-07-15,Vertical Horizon,Everything You Want,4:01,1
8241,2000-10-21,matchbox twenty,Bent,4:12,13
8244,2000-10-07,3 Doors Down,Kryptonite,3:53,5
8250,2000-09-16,Aaliyah,Try Again,4:03,16
8258,2000-01-15,Amber,Sexual,4:38,58
8261,2000-08-26,"Anthony, Marc",You Sang To Me,3:50,26
8264,2000-10-28,BBMak,Back Here,3:35,36
8277,2000-04-22,Blaque,Bring It All To Me,3:46,26
8283,2000-09-16,"Braxton, Toni",He Wasn't Man Enough,4:21,14
8305,2000-11-11,Creed,With Arms Wide Open,3:52,1
8316,2001-03-24,Destiny's Child,Independent Women Pa...,3:38,29
8317,2000-11-11,Destiny's Child,Jumpin' Jumpin',3:48,10
8318,2000-06-24,Destiny's Child,Say My Name,4:31,23
8321,2000-05-13,"Dion, Celine",That's The Way It Is,4:03,35
8329,2001-03-31,Dream,He Loves U Not,3:43,38
8355,2000-08-19,"Gray, Macy",I Try,3:52,46
8363,2000-05-06,"Hill, Faith",Breathe,4:04,3
8370,2000-03-04,"Houston, Whitney",My Love Is Your Love,4:16,34
8391,2000-07-01,Joe,I Wanna Know,4:57,4
8395,2000-04-22,"Jordan, Montell",Get It On.. Tonite,4:34,10
8454,2000-12-16,"Moore, Mandy",I Wanna Be With You,4:12,86
8457,2001-02-17,Mya,Case Of The Ex (What...,3:50,19
8464,2000-10-28,Nelly,(Hot S**t) Country G...,4:17,12
8466,2000-11-04,Nine Days,Absolutely (Story Of...,3:09,48
8475,2001-02-10,Pink,Most Girls,4:06,46
8476,2000-09-02,Pink,There U Go,3:23,33
8496,2000-04-22,Savage Garden,I Knew I Loved You,4:07,21
8506,2000-07-29,Sisqo,Thong Song,4:05,43
8533,2000-04-08,Train,Meet Virginia,3:55,50
8542,2000-07-22,Vertical Horizon,Everything You Want,4:01,2
8558,2000-10-28,matchbox twenty,Bent,4:12,19
8561,2000-10-14,3 Doors Down,Kryptonite,3:53,4
8567,2000-09-23,Aaliyah,Try Again,4:03,23
8575,2000-01-22,Amber,Sexual,4:38,58
8578,2000-09-02,"Anthony, Marc",You Sang To Me,3:50,29
8581,2000-11-04,BBMak,Back Here,3:35,37
8594,2000-04-29,Blaque,Bring It All To Me,3:46,32
